	x
249	Group8
250	Group8
251	Group7
252	Group10
253	Group2
254	Group10
255	Group8
256	Group1
257	Group2
258	Group7
259	Group9
260	Group1
261	Group1
262	Group7
263	Group7
264	Group7
265	Group2
266	Group8
267	Group2
268	Group8
269	Group2
270	Group9
271	Group9
272	Group6
273	Group8
274	Group1
275	Group8
276	Group5
277	Group1
278	Group7
279	Group2
280	Group8
281	Group1
282	Group2
283	Group1
284	Group7
285	Group9
286	Group4
287	Group2
288	Group8
289	Group7
290	Group2
291	Group4
292	Group3
293	Group9
294	Group6
295	Group9
296	Group8
297	Group3
298	Group2
299	Group5
300	Group1
301	Group7
302	Group5
303	Group4
304	Group8
305	Group7
306	Group3
307	Group8
308	Group9
309	Group5
310	Group3
311	Group8
312	Group9
313	Group9
314	Group6
315	Group4
316	Group7
317	Group9
318	Group1
319	Group1
320	Group6
321	Group8
322	Group10
323	Group9
324	Group3
325	Group2
326	Group2
327	Group3
328	Group7
329	Group1
330	Group3
331	Group7
332	Group5
333	Group5
334	Group5
335	Group10
336	Group6
337	Group5
338	Group4
339	Group9
340	Group1
341	Group3
342	Group4
343	Group8
344	Group4
345	Group5
346	Group8
347	Group10
348	Group2
349	Group5
350	Group4
351	Group8
352	Group1
353	Group9
354	Group7
355	Group10
356	Group10
357	Group3
358	Group1
359	Group10
360	Group4
361	Group3
362	Group6
363	Group5
364	Group6
365	Group7
366	Group4
367	Group6
368	Group7
369	Group1
370	Group4
371	Group7
372	Group1
373	Group1
374	Group3
375	Group10
376	Group10
377	Group6
378	Group5
379	Group3
380	Group1
381	Group6
382	Group5
383	Group4
384	Group4
385	Group3
386	Group8
387	Group4
388	Group1
389	Group1
390	Group3
391	Group10
392	Group2
393	Group9
394	Group10
395	Group2
396	Group7
397	Group2
398	Group4
399	Group7
400	Group3
401	Group4
402	Group10
403	Group6
404	Group5
405	Group10
406	Group10
407	Group2
408	Group3
409	Group6
410	Group2
411	Group10
412	Group8
413	Group6
414	Group6
415	Group3
416	Group10
417	Group9
418	Group1
419	Group3
420	Group6
421	Group9
422	Group4
423	Group10
424	Group8
425	Group8
426	Group7
427	Group4
428	Group4
429	Group9
430	Group6
431	Group5
432	Group5
433	Group5
434	Group10
435	Group7
436	Group7
437	Group2
438	Group1
439	Group1
440	Group1
441	Group3
442	Group5
443	Group2
444	Group10
445	Group10
446	Group2
447	Group3
448	Group9
449	Group5
450	Group9
451	Group6
452	Group1
453	Group7
454	Group6
455	Group7
456	Group10
457	Group7
458	Group5
459	Group1
460	Group9
461	Group2
462	Group5
463	Group1
464	Group9
465	Group5
466	Group10
467	Group6
468	Group2
469	Group9
470	Group2
471	Group4
472	Group10
473	Group5
474	Group10
475	Group4
476	Group3
477	Group3
478	Group6
479	Group1
480	Group10
481	Group3
482	Group6
483	Group7
484	Group6
485	Group10
486	Group8
487	Group9
488	Group5
489	Group4
490	Group2
491	Group10
492	Group7
493	Group4
494	Group5
495	Group7
496	Group2
497	Group6
498	Group6
499	Group8
500	Group10
501	Group10
502	Group3
503	Group5
504	Group6
505	Group2
506	Group5
507	Group6
508	Group5
509	Group6
510	Group10
511	Group9
512	Group3
513	Group9
514	Group5
515	Group3
516	Group3
517	Group4
518	Group4
519	Group6
520	Group1
521	Group5
522	Group5
523	Group8
524	Group8
525	Group4
526	Group4
527	Group2
528	Group3
529	Group1
530	Group5
531	Group8
532	Group10
533	Group4
534	Group9
535	Group7
536	Group2
537	Group4
538	Group6
539	Group2
540	Group7
541	Group5
542	Group5
543	Group10
544	Group8
545	Group10
546	Group9
547	Group4
548	Group1
549	Group8
550	Group4
551	Group4
552	Group6
553	Group2
554	Group5
555	Group6
556	Group9
557	Group4
558	Group9
559	Group8
560	Group10
561	Group2
562	Group8
563	Group9
564	Group7
565	Group5
566	Group6
567	Group6
568	Group3
569	Group3
570	Group6
571	Group7
572	Group9
573	Group4
574	Group1
575	Group6
576	Group2
577	Group7
578	Group3
579	Group8
580	Group6
581	Group6
582	Group7
583	Group5
584	Group1
585	Group10
586	Group8
587	Group10
588	Group4
589	Group2
590	Group10
591	Group5
592	Group8
593	Group8
594	Group6
595	Group5
596	Group8
597	Group7
598	Group10
599	Group2
600	Group1
601	Group3
602	Group6
603	Group2
604	Group3
605	Group3
606	Group8
607	Group6
608	Group9
609	Group2
610	Group10
611	Group8
612	Group9
613	Group8
614	Group1
615	Group7
616	Group2
617	Group8
618	Group2
619	Group1
620	Group2
621	Group5
622	Group5
623	Group6
624	Group6
625	Group9
626	Group3
627	Group3
628	Group3
629	Group9
630	Group2
631	Group8
632	Group1
633	Group2
634	Group1
635	Group5
636	Group2
637	Group10
638	Group10
639	Group10
640	Group5
641	Group3
642	Group4
643	Group3
644	Group5
645	Group4
646	Group10
647	Group6
648	Group1
649	Group8
650	Group7
651	Group9
652	Group2
653	Group3
654	Group5
655	Group1
656	Group9
657	Group6
658	Group6
659	Group6
660	Group9
661	Group7
662	Group1
663	Group7
664	Group8
665	Group1
666	Group3
667	Group2
668	Group2
669	Group1
670	Group9
671	Group10
672	Group6
673	Group1
674	Group10
675	Group6
676	Group4
677	Group3
678	Group4
679	Group1
680	Group2
681	Group9
682	Group10
683	Group6
684	Group5
685	Group3
686	Group1
687	Group2
688	Group5
689	Group1
690	Group4
691	Group2
692	Group6
693	Group1
694	Group8
695	Group3
696	Group10
697	Group3
698	Group10
699	Group4
700	Group7
701	Group2
702	Group3
703	Group3
704	Group9
705	Group5
706	Group7
707	Group1
708	Group6
709	Group3
710	Group9
711	Group8
712	Group1
713	Group10
714	Group6
715	Group7
716	Group5
717	Group5
718	Group1
719	Group1
720	Group10
721	Group7
722	Group7
723	Group7
724	Group8
725	Group1
726	Group2
727	Group5
728	Group8
729	Group7
730	Group8
731	Group8
732	Group10
733	Group1
734	Group2
735	Group2
736	Group2
737	Group10
738	Group9
739	Group9
740	Group8
741	Group6
742	Group10
743	Group7
744	Group10
745	Group2
746	Group2
747	Group2
748	Group2
749	Group7
750	Group5
751	Group3
752	Group6
753	Group1
754	Group9
755	Group6
756	Group2
757	Group8
758	Group9
759	Group5
760	Group8
761	Group1
762	Group2
763	Group3
764	Group7
765	Group4
766	Group7
767	Group2
768	Group10
769	Group4
770	Group7
771	Group3
772	Group8
773	Group6
774	Group6
775	Group3
776	Group6
777	Group7
778	Group7
779	Group6
780	Group4
781	Group5
782	Group9
783	Group9
784	Group5
785	Group8
786	Group1
787	Group10
788	Group2
789	Group2
790	Group10
791	Group7
792	Group10
793	Group6
794	Group4
795	Group9
796	Group6
797	Group10
798	Group8
799	Group6
800	Group9
801	Group5
802	Group7
803	Group1
804	Group9
805	Group9
806	Group10
807	Group3
808	Group5
809	Group1
810	Group8
811	Group5
812	Group4
813	Group4
814	Group9
815	Group3
816	Group1
817	Group7
818	Group7
819	Group10
820	Group7
821	Group2
822	Group3
823	Group9
824	Group3
825	Group6
826	Group3
827	Group5
828	Group6
829	Group3
830	Group7
831	Group4
832	Group2
833	Group5
834	Group8
835	Group6
836	Group9
837	Group6
838	Group3
839	Group7
840	Group5
841	Group1
842	Group8
843	Group2
844	Group3
845	Group2
846	Group7
847	Group1
848	Group6
849	Group3
850	Group3
851	Group10
852	Group3
853	Group2
854	Group1
855	Group1
856	Group6
857	Group6
858	Group8
859	Group3
860	Group8
861	Group4
862	Group9
863	Group5
864	Group10
865	Group8
866	Group10
867	Group8
868	Group1
869	Group2
870	Group1
871	Group3
872	Group8
873	Group10
874	Group6
875	Group9
876	Group9
877	Group7
878	Group10
879	Group7
880	Group8
881	Group8
882	Group4
883	Group10
884	Group7
885	Group1
886	Group8
887	Group2
888	Group8
889	Group9
890	Group6
891	Group6
892	Group2
893	Group2
894	Group9
895	Group8
896	Group4
897	Group6
898	Group10
899	Group5
900	Group4
901	Group5
902	Group3
903	Group1
904	Group9
905	Group7
906	Group2
907	Group9
908	Group6
909	Group2
910	Group4
911	Group2
912	Group10
913	Group7
914	Group4
915	Group5
916	Group4
917	Group8
918	Group2
919	Group7
920	Group6
921	Group10
922	Group9
923	Group6
924	Group2
925	Group2
926	Group10
927	Group1
928	Group6
929	Group6
930	Group6
931	Group5
932	Group6
933	Group9
934	Group4
935	Group10
936	Group10
937	Group1
938	Group8
939	Group2
940	Group5
941	Group3
942	Group4
943	Group3
944	Group10
945	Group10
946	Group1
947	Group5
948	Group3
949	Group8
950	Group3
951	Group7
952	Group7
953	Group7
954	Group7
955	Group1
956	Group6
957	Group7
958	Group9
959	Group5
960	Group6
961	Group10
962	Group2
963	Group4
964	Group8
965	Group2
966	Group2
967	Group8
968	Group2
969	Group9
970	Group4
971	Group4
972	Group7
973	Group1
974	Group10
975	Group1
976	Group4
977	Group4
978	Group1
979	Group3
980	Group7
981	Group4
982	Group9
983	Group5
984	Group5
985	Group6
986	Group10
987	Group10
988	Group9
989	Group8
990	Group2
991	Group3
992	Group5
993	Group7
994	Group8
995	Group4
996	Group3
997	Group8
998	Group7
999	Group2
1000	Group6
1001	Group5
1002	Group2
1003	Group7
1004	Group6
1005	Group8
1006	Group9
1007	Group4
1008	Group3
1009	Group4
1010	Group9
1011	Group3
1012	Group9
1013	Group3
1014	Group2
1015	Group2
1016	Group6
1017	Group1
1018	Group1
1019	Group4
1020	Group7
1021	Group10
1022	Group6
1023	Group3
1024	Group1
1025	Group3
1026	Group7
1027	Group6
1028	Group1
1029	Group1
1030	Group10
1031	Group9
1032	Group2
1033	Group4
1034	Group4
1035	Group8
1036	Group3
1037	Group2
1038	Group7
1039	Group10
1040	Group8
1041	Group10
1042	Group3
1043	Group7
1044	Group8
1045	Group8
1046	Group5
1047	Group5
1048	Group5
1049	Group8
1050	Group3
1051	Group8
1052	Group2
1053	Group2
1054	Group4
1055	Group7
1056	Group9
1057	Group8
1058	Group5
1059	Group3
1060	Group4
1061	Group9
1062	Group1
1063	Group1
1064	Group4
1065	Group10
1066	Group6
1067	Group2
1068	Group4
1069	Group1
1070	Group10
1071	Group4
1072	Group4
1073	Group8
1074	Group5
1075	Group10
1076	Group5
1077	Group3
1078	Group5
1079	Group1
1080	Group4
1081	Group8
1082	Group2
1083	Group8
1084	Group9
1085	Group4
1086	Group1
1087	Group9
1088	Group6
1089	Group8
1090	Group7
1091	Group3
1092	Group1
1093	Group1
1094	Group2
1095	Group2
1096	Group10
1097	Group1
1098	Group9
1099	Group2
1100	Group3
1101	Group4
1102	Group2
1103	Group9
1104	Group5
1105	Group3
1106	Group9
1107	Group7
1108	Group9
1109	Group6
1110	Group2
1111	Group5
1112	Group4
1113	Group6
1114	Group8
1115	Group3
1116	Group1
1117	Group3
1118	Group1
1119	Group6
1120	Group9
1121	Group3
1122	Group5
1123	Group1
1124	Group6
1125	Group7
1126	Group2
1127	Group10
1128	Group1
1129	Group6
1130	Group9
1131	Group2
1132	Group4
1133	Group9
1134	Group6
1135	Group8
1136	Group7
1137	Group2
1138	Group3
1139	Group1
1140	Group3
1141	Group4
1142	Group4
1143	Group4
1144	Group8
1145	Group2
1146	Group3
1147	Group8
1148	Group10
1149	Group6
1150	Group4
1151	Group3
1152	Group10
1153	Group4
1154	Group1
1155	Group7
1156	Group8
1157	Group3
1158	Group4
1159	Group3
1160	Group3
1161	Group8
1162	Group5
1163	Group2
1164	Group10
1165	Group7
1166	Group8
1167	Group9
1168	Group8
1169	Group3
1170	Group7
1171	Group4
1172	Group2
1173	Group6
1174	Group3
1175	Group1
1176	Group7
1177	Group2
1178	Group10
1179	Group4
1180	Group1
1181	Group3
1182	Group7
1183	Group8
1184	Group1
1185	Group5
1186	Group2
1187	Group7
1188	Group5
1189	Group4
1190	Group7
1191	Group8
1192	Group4
1193	Group10
1194	Group9
1195	Group8
1196	Group7
1197	Group6
1198	Group8
1199	Group9
1200	Group7
1201	Group10
1202	Group8
1203	Group8
1204	Group1
1205	Group8
1206	Group10
1207	Group2
1208	Group6
1209	Group3
1210	Group8
1211	Group5
1212	Group2
1213	Group4
1214	Group10
1215	Group1
1216	Group2
1217	Group1
1218	Group3
1219	Group10
1220	Group10
1221	Group3
1222	Group9
1223	Group1
1224	Group8
1225	Group4
1226	Group8
1227	Group5
1228	Group2
1229	Group9
1230	Group3
1231	Group2
1232	Group8
1233	Group8
1234	Group1
1235	Group6
1236	Group7
1237	Group10
1238	Group1
1239	Group8
1240	Group10
1241	Group9
1242	Group9
1243	Group2
1244	Group6
1245	Group1
1246	Group4
1247	Group1
1248	Group8
1249	Group10
1250	Group5
1251	Group5
1252	Group3
1253	Group7
1254	Group6
1255	Group4
1256	Group2
1257	Group7
1258	Group3
1259	Group1
1260	Group7
1261	Group9
1262	Group6
1263	Group4
1264	Group6
1265	Group8
1266	Group6
1267	Group5
1268	Group10
1269	Group8
1270	Group9
1271	Group6
1272	Group9
1273	Group9
1274	Group9
1275	Group8
1276	Group8
1277	Group8
1278	Group9
1279	Group9
1280	Group6
1281	Group9
1282	Group4
1283	Group4
1284	Group9
1285	Group2
1286	Group5
1287	Group4
1288	Group6
1289	Group1
1290	Group7
1291	Group10
1292	Group7
1293	Group3
1294	Group9
1295	Group3
1296	Group4
1297	Group6
1298	Group4
1299	Group3
1300	Group10
1301	Group2
1302	Group10
1303	Group3
1304	Group8
1305	Group7
1306	Group2
1307	Group1
1308	Group3
1309	Group7
1310	Group9
1311	Group5
1312	Group8
1313	Group7
1314	Group1
1315	Group9
1316	Group3
1317	Group9
1318	Group1
1319	Group6
1320	Group10
1321	Group7
1322	Group5
1323	Group5
1324	Group6
1325	Group5
1326	Group1
1327	Group8
1328	Group9
1329	Group5
1330	Group7
1331	Group5
1332	Group1
1333	Group3
1334	Group10
1335	Group5
1336	Group8
1337	Group8
1338	Group2
1339	Group4
1340	Group5
1341	Group10
1342	Group7
1343	Group2
1344	Group8
1345	Group2
1346	Group8
1347	Group2
1348	Group7
1349	Group3
1350	Group5
1351	Group2
1352	Group9
1353	Group5
1354	Group7
1355	Group8
1356	Group10
1357	Group6
1358	Group6
1359	Group1
1360	Group10
1361	Group8
1362	Group7
1363	Group4
1364	Group4
1365	Group6
1366	Group1
1367	Group10
1368	Group1
1369	Group4
1370	Group10
1371	Group7
1372	Group2
1373	Group3
1374	Group1
1375	Group3
1376	Group7
1377	Group1
1378	Group6
1379	Group4
1380	Group9
1381	Group3
1382	Group1
1383	Group4
1384	Group8
1385	Group1
1386	Group1
1387	Group6
1388	Group5
1389	Group7
1390	Group7
1391	Group10
1392	Group7
1393	Group10
1394	Group3
1395	Group9
1396	Group9
1397	Group9
1398	Group1
1399	Group6
1400	Group3
1401	Group10
1402	Group5
1403	Group6
1404	Group10
1405	Group10
1406	Group5
1407	Group8
1408	Group7
1409	Group3
1410	Group5
1411	Group4
1412	Group2
1413	Group6
1414	Group5
1415	Group1
1416	Group1
1417	Group10
1418	Group7
1419	Group7
1420	Group9
1421	Group7
1422	Group4
1423	Group4
1424	Group8
1425	Group7
1426	Group7
1427	Group9
1428	Group3
1429	Group2
1430	Group6
1431	Group1
1432	Group1
1433	Group6
1434	Group4
1435	Group6
1436	Group6
1437	Group9
1438	Group4
1439	Group8
1440	Group3
1441	Group1
1442	Group10
1443	Group4
1444	Group3
1445	Group2
1446	Group5
1447	Group9
1448	Group6
1449	Group4
1450	Group10
1451	Group10
1452	Group5
1453	Group9
1454	Group7
1455	Group3
1456	Group6
1457	Group7
1458	Group9
1459	Group8
1460	Group5
1461	Group2
1462	Group2
1463	Group7
1464	Group5
1465	Group6
1466	Group5
1467	Group6
1468	Group3
1469	Group5
1470	Group9
1471	Group1
1472	Group10
1473	Group1
1474	Group4
1475	Group10
1476	Group9
1477	Group9
1478	Group5
1479	Group9
1480	Group4
1481	Group3
1482	Group10
1483	Group10
1484	Group3
1485	Group4
1486	Group9
1487	Group8
1488	Group3
1489	Group9
1490	Group6
1491	Group6
1492	Group8
1493	Group10
1494	Group7
1495	Group6
1496	Group2
1497	Group3
1498	Group6
1499	Group10
1500	Group2
1501	Group10
1502	Group4
1503	Group8
1504	Group4
1505	Group6
1506	Group7
1507	Group10
1508	Group1
1509	Group3
1510	Group2
1511	Group3
1512	Group7
1513	Group5
1514	Group1
1515	Group10
1516	Group7
1517	Group2
1518	Group3
1519	Group2
1520	Group7
1521	Group5
1522	Group6
1523	Group2
1524	Group8
1525	Group8
1526	Group4
1527	Group3
1528	Group8
1529	Group3
1530	Group8
1531	Group8
1532	Group6
1533	Group3
1534	Group5
1535	Group1
1536	Group7
1537	Group3
1538	Group4
1539	Group9
1540	Group10
1541	Group4
1542	Group4
1543	Group1
1544	Group5
1545	Group3
1546	Group5
1547	Group3
1548	Group2
1549	Group9
1550	Group2
1551	Group1
1552	Group4
1553	Group9
1554	Group1
1555	Group5
1556	Group6
1557	Group10
1558	Group5
1559	Group2
1560	Group5
1561	Group9
1562	Group6
1563	Group8
1564	Group9
1565	Group8
1566	Group1
1567	Group8
1568	Group3
1569	Group5
1570	Group3
1571	Group2
1572	Group1
1573	Group1
1574	Group6
1575	Group4
1576	Group9
1577	Group3
1578	Group4
1579	Group9
1580	Group5
1581	Group9
1582	Group1
1583	Group7
1584	Group3
1585	Group9
1586	Group8
1587	Group5
1588	Group5
1589	Group6
1590	Group1
1591	Group8
1592	Group10
1593	Group2
1594	Group2
1595	Group9
1596	Group9
1597	Group2
1598	Group5
1599	Group1
1600	Group3
1601	Group8
1602	Group10
1603	Group9
1604	Group6
1605	Group2
1606	Group6
1607	Group9
1608	Group4
1609	Group10
1610	Group6
1611	Group10
1612	Group5
1613	Group10
1614	Group8
1615	Group8
1616	Group7
1617	Group9
1618	Group7
1619	Group5
1620	Group7
1621	Group8
1622	Group4
1623	Group7
1624	Group3
1625	Group6
1626	Group5
1627	Group2
1628	Group7
1629	Group5
1630	Group10
1631	Group9
1632	Group3
1633	Group7
1634	Group6
1635	Group2
1636	Group4
1637	Group7
1638	Group4
1639	Group4
1640	Group8
1641	Group5
1642	Group4
1643	Group5
1644	Group8
1645	Group3
1646	Group2
1647	Group8
1648	Group8
1649	Group8
1650	Group8
1651	Group4
1652	Group4
1653	Group9
1654	Group7
1655	Group2
1656	Group1
1657	Group9
1658	Group10
1659	Group3
1660	Group7
1661	Group6
1662	Group7
1663	Group1
1664	Group3
1665	Group9
1666	Group1
1667	Group4
1668	Group10
1669	Group1
1670	Group2
1671	Group3
1672	Group8
1673	Group4
1674	Group2
1675	Group1
1676	Group8
1677	Group8
1678	Group6
1679	Group8
1680	Group2
1681	Group4
1682	Group4
1683	Group5
1684	Group6
1685	Group9
1686	Group2
1687	Group10
1688	Group3
1689	Group4
1690	Group2
1691	Group4
1692	Group7
1693	Group6
1694	Group10
1695	Group8
1696	Group5
1697	Group5
1698	Group9
1699	Group1
1700	Group9
1701	Group3
1702	Group6
1703	Group2
1704	Group10
1705	Group8
1706	Group4
1707	Group2
1708	Group3
1709	Group7
1710	Group1
1711	Group8
1712	Group6
1713	Group2
1714	Group5
1715	Group8
1716	Group5
1717	Group3
1718	Group10
1719	Group3
1720	Group3
1721	Group3
1722	Group6
1723	Group2
1724	Group7
1725	Group10
1726	Group9
1727	Group5
1728	Group9
1729	Group2
1730	Group2
1731	Group8
1732	Group5
1733	Group6
1734	Group8
1735	Group1
1736	Group5
1737	Group3
1738	Group4
1739	Group1
1740	Group10
1741	Group9
1742	Group6
1743	Group9
1744	Group3
1745	Group2
1746	Group2
1747	Group6
1748	Group2
1749	Group6
1750	Group6
1751	Group1
1752	Group5
1753	Group6
1754	Group1
1755	Group7
1756	Group7
1757	Group5
1758	Group9
1759	Group5
1760	Group3
1761	Group5
1762	Group4
1763	Group2
1764	Group9
1765	Group8
1766	Group9
1767	Group8
1768	Group5
1769	Group8
1770	Group2
1771	Group8
1772	Group4
1773	Group1
1774	Group10
1775	Group4
1776	Group8
1777	Group5
1778	Group1
1779	Group3
1780	Group2
1781	Group9
1782	Group9
1783	Group9
1784	Group9
1785	Group4
1786	Group4
1787	Group4
1788	Group3
1789	Group1
1790	Group4
1791	Group10
1792	Group5
1793	Group4
1794	Group10
1795	Group4
1796	Group6
1797	Group10
1798	Group6
1799	Group4
1800	Group8
1801	Group9
1802	Group2
1803	Group5
1804	Group8
1805	Group2
1806	Group7
1807	Group10
1808	Group5
1809	Group6
1810	Group4
1811	Group1
1812	Group3
1813	Group4
1814	Group10
1815	Group10
1816	Group5
1817	Group8
1818	Group10
1819	Group9
1820	Group3
1821	Group9
1822	Group5
1823	Group6
1824	Group9
1825	Group10
1826	Group2
1827	Group6
1828	Group5
1829	Group2
1830	Group3
1831	Group3
1832	Group4
1833	Group6
1834	Group3
1835	Group9
1836	Group9
1837	Group4
1838	Group1
1839	Group1
1840	Group6
1841	Group4
1842	Group5
1843	Group6
1844	Group4
1845	Group6
1846	Group10
1847	Group2
1848	Group5
1849	Group8
1850	Group4
1851	Group9
1852	Group9
1853	Group4
1854	Group2
1855	Group4
1856	Group1
1857	Group7
1858	Group1
1859	Group10
1860	Group4
1861	Group4
1862	Group7
1863	Group7
1864	Group3
1865	Group4
1866	Group5
1867	Group8
1868	Group5
1869	Group9
1870	Group1
1871	Group7
1872	Group8
1873	Group6
1874	Group1
1875	Group7
1876	Group10
1877	Group6
1878	Group4
1879	Group4
1880	Group4
1881	Group2
1882	Group5
1883	Group3
1884	Group5
1885	Group7
1886	Group5
1887	Group1
1888	Group8
1889	Group7
1890	Group8
1891	Group7
1892	Group1
1893	Group9
1894	Group7
1895	Group2
1896	Group1
1897	Group9
1898	Group9
1899	Group1
1900	Group2
1901	Group8
1902	Group5
1903	Group4
1904	Group6
1905	Group3
1906	Group3
1907	Group3
1908	Group10
1909	Group6
1910	Group9
1911	Group3
1912	Group8
1913	Group3
1914	Group2
1915	Group1
1916	Group8
1917	Group7
1918	Group4
1919	Group1
1920	Group2
1921	Group1
1922	Group6
1923	Group8
1924	Group5
1925	Group6
1926	Group8
1927	Group4
1928	Group9
1929	Group4
1930	Group1
1931	Group9
1932	Group3
1933	Group1
1934	Group10
1935	Group7
1936	Group9
1937	Group5
1938	Group5
1939	Group1
1940	Group1
1941	Group8
1942	Group1
1943	Group10
1944	Group3
1945	Group2
1946	Group4
1947	Group2
1948	Group9
1949	Group10
1950	Group9
1951	Group4
1952	Group7
1953	Group2
1954	Group3
1955	Group10
1956	Group9
1957	Group9
1958	Group1
1959	Group9
1960	Group1
1961	Group8
1962	Group6
1963	Group7
1964	Group6
1965	Group1
1966	Group6
1967	Group9
1968	Group3
1969	Group10
1970	Group4
1971	Group8
1972	Group4
1973	Group4
1974	Group9
1975	Group4
1976	Group2
1977	Group4
1978	Group7
1979	Group3
1980	Group9
1981	Group2
1982	Group4
1983	Group7
1984	Group1
1985	Group10
1986	Group6
1987	Group1
1988	Group10
1989	Group1
1990	Group5
1991	Group4
1992	Group2
1993	Group5
1994	Group9
1995	Group8
1996	Group9
1997	Group5
1998	Group1
1999	Group3
2000	Group1
